id_genero,artista,similar
2,Rob Burke,Julien Wilson
2,Rob Burke,Jonathan Zwartz
2,Rob Burke,Don Burrows
2,Luigi Vitale,Il Mago del Gelato
2,Luigi Vitale,Coca Puma
2,Luigi Vitale,Delicatoni
2,Beny Moré,Rubén González
2,Beny Moré,La Sonora Matancera
2,Beny Moré,Cachao
2,Tubby Hayes,Tubby Hayes Quartet
2,Tubby Hayes,The Jazz Couriers
2,Tubby Hayes,Don Rendell
2,Kendraka,Tarun Balani
2,Kendraka,Tajdar Junaid
2,Kendraka,Rajna Swaminathan
2,King Curtis,Carla Thomas
2,King Curtis,Rufus Thomas
2,King Curtis,Wilson Pickett
2,Joel Lyssarides,Eric Legnini Trio
2,Joel Lyssarides,Oded Tzur
2,Joel Lyssarides,Brian Blade & The Fellowship Band
2,Lemongrass,Weathertunes
2,Lemongrass,Jens Buchert
2,Lemongrass,Five Seasons
2,Urbie Green,Carl Fontana
2,Urbie Green,John Allred And Wycliffe Gordon
2,Urbie Green,Frank Rosolino
2,Miriam Makeba,Brenda Fassie
2,Miriam Makeba,Letta Mbulu
2,Miriam Makeba,Ladysmith Black Mambazo
2,Billy Eckstine,Nat King Cole
2,Billy Eckstine,Vic Damone
2,Billy Eckstine,Mel Tormé
2,Limid,capuze
2,Limid,schubidoobie
2,Limid,freche gesellschaft
2,Luca Flores,Danilo Rea
2,Luca Flores,Quintorigo
2,Luca Flores,Doctor 3
2,Illinois Jacquet,Gene Ammons
2,Illinois Jacquet,Ben Webster
2,Illinois Jacquet,Coleman Hawkins
2,Living Room,Chill Beats Music
2,Living Room,Tullio
2,Living Room,Schwarz & Funk
2,Mundell Lowe,Dempsey Wright
2,Mundell Lowe,The Bernie Nerow Trio
2,Mundell Lowe,Joy Bryan
2,Sarah Vaughan,Dinah Washington
2,Sarah Vaughan,Ella Fitzgerald
2,Sarah Vaughan,Carmen McRae
2,Bola Sete,Vince Guaraldi & Bola Sete
2,Bola Sete,Zimbo Trio
2,Bola Sete,Baden Powell
2,Mongo Santamaria,Ray Barretto
2,Mongo Santamaria,Willie Bobo
2,Mongo Santamaria,Eddie Palmieri
2,Dale Burbeck,Mitch Joy
2,Dale Burbeck,John Devson
2,Dale Burbeck,Marcus Daves
2,Thelonious Coltrane,Remulak
2,Thelonious Coltrane,otesla
2,Thelonious Coltrane,Donkeychote
2,Konstantin Klashtorni,Kool&Klean
2,Konstantin Klashtorni,Brian Simpson
2,Konstantin Klashtorni,Jonathan Fritzén
2,James Butler,Restaurant Lounge Background Music
2,James Butler,Florito
2,James Butler,Kai French
2,Mal Waldron,Jackie McLean
2,Mal Waldron,Andrew Hill
2,Mal Waldron,Booker Ervin
