id_genero,artista,similar
1,Mario Castelnuovo-Tedesco,Alexandre Tansman
1,Jacqueline Fontyn,Guillaume Lekeu
1,Jacqueline Fontyn,Philippe Boesmans
1,Jacqueline Fontyn,Benoît Mernier
1,Jules Massenet,Johannes Brahms
1,Jules Massenet,John Field
1,Jules Massenet,Gaetano Donizetti
1,Ignaz Pleyel,Joseph Joachim Raff
1,Ignaz Pleyel,Joseph Leopold Eybler
1,Ignaz Pleyel,Peter von Winter
1,Franz Danzi,Johann Baptist Vanhal
1,Franz Danzi,Josef Mysliveček
1,Franz Danzi,Victor Massé
1,Heitor Villa-Lobos,Joaquín Rodrigo
1,Heitor Villa-Lobos,Manuel de Falla
1,Heitor Villa-Lobos,Maurice Ravel
1,Carl Philipp Emanuel Bach,János Sebestyén
1,Carl Philipp Emanuel Bach,Carl Maria von Weber
1,Carl Philipp Emanuel Bach,Luigi Boccherini
1,James Whitbourn,Sjaella
1,James Whitbourn,Kim André Arnesen
1,James Whitbourn,Ēriks Ešenvalds
1,Charles-Marie Widor,Louis Vierne
1,Charles-Marie Widor,Léon Boëllmann
1,Charles-Marie Widor,Eugène Gigout
1,Carl Heinrich Graun,Nicola Porpora
1,Carl Heinrich Graun,Leonardo Vinci
1,Carl Heinrich Graun,Johann Gottlieb Graun
1,Ottorino Respighi,Jean Sibelius
1,Ottorino Respighi,Bedřich Smetana
1,Ottorino Respighi,Felix Mendelssohn
1,Muzio Clementi,Johann Nepomuk Hummel
1,Muzio Clementi,Antonio Salieri
1,Muzio Clementi,Pietro Antonio Locatelli
1,Tomás Bretón,Ruperto Chapí
1,Tomás Bretón,Jesús De Monasterio
1,Tomás Bretón,Joaquín Turina
1,Francesco Petrini,Elias Parish Alvars
1,Francesco Petrini,Anne Roos
1,Francesco Petrini,Susan Scott
1,Antonio Soler,Giovanni Antonio Pandolfi Mealli
1,Antonio Soler,Georg Matthias Monn
1,Antonio Soler,Georg Muffat
1,Jean Sibelius,Johannes Brahms
1,Jean Sibelius,Robert Schumann
1,Jean Sibelius,Felix Mendelssohn
1,Arcangelo Corelli,Giuseppe Tartini
1,Arcangelo Corelli,Tomaso Giovanni Albinoni
1,Arcangelo Corelli,Georg Friedrich Händel
1,Bedřich Smetana,Carl Maria von Weber
1,Bedřich Smetana,Antonín Dvořák
1,Bedřich Smetana,Robert Schumann
1,Viet Cuong,David Maslanka
1,Viet Cuong,John Mackey
1,Viet Cuong,Vincent Persichetti
1,Carsten Bo Eriksen,Oliver Davis
1,Carsten Bo Eriksen,Dervis Can Vural
1,Carsten Bo Eriksen,SOFI PAEZ
1,Luigi Boccherini,Carl Philipp Emanuel Bach
1,Luigi Boccherini,Max Bruch
1,Luigi Boccherini,Franz Joseph Haydn
1,Felix Mendelssohn,Robert Schumann
1,Felix Mendelssohn,Johannes Brahms
1,Felix Mendelssohn,Franz Schubert
1,Claudio Monteverdi,Henry Purcell
1,Claudio Monteverdi,Johann Sebastian Bach
1,Claudio Monteverdi,Georg Friedrich Händel
1,Francisco Tárrega,Andrés Segovia
1,Francisco Tárrega,Joaquín Rodrigo
1,Francisco Tárrega,Isaac Albéniz
1,Bundu Khan,Umrao Bundu Khan
1,Bundu Khan,Kamal Sabri
1,Bundu Khan,Ustad Sabri Khan
1,Antonio Lauro,Jose Luis Merlin
1,Antonio Lauro,Maximo Diego Pujol
1,Antonio Lauro,Johann Kaspar Mertz
1,Arthur Moreira Lima,Ernesto Nazareth
1,Arthur Moreira Lima,Altamiro Carrilho
1,Arthur Moreira Lima,Luperce Miranda
1,Fernando Sor,Mauro Giuliani
1,Fernando Sor,Napoléon Coste
1,Fernando Sor,Federico Moreno Torroba
1,Alicia de Larrocha,Alfred Brendel
1,Alicia de Larrocha,Duo Gazzana
1,Alicia de Larrocha,Владимир Ашкенази
1,Barkat Ali Khan,Begum Akhtar
1,Barkat Ali Khan,Bade Ghulam Ali Khan
1,Barkat Ali Khan,Amir Khan
1,Vincent Persichetti,Percy Grainger
1,Vincent Persichetti,John Mackey
1,Vincent Persichetti,David Maslanka
1,Allan Pettersson,Karl Amadeus Hartmann
1,Allan Pettersson,Николай Яковлевич Мясковский
1,Allan Pettersson,Vagn Holmboe
1,Severin van Dijk,Peter Burger
1,Severin van Dijk,Arjan Huizer
1,Severin van Dijk,Christelijk Koor Jigdaljahu
1,Matthew Welch,Eric Qin
1,Matthew Welch,Ulrich Krieger
1,Matthew Welch,Mark Applebaum
1,Nils Henrik Asheim,BIT20 Ensemble
1,Nils Henrik Asheim,Stavanger Symphony Orchestra
1,Nils Henrik Asheim,Trond-Viggo Torgersen
1,Kenneth Fuchs,Paul Creston
1,Kenneth Fuchs,Joel Love
1,Kenneth Fuchs,Jacques Ibert
1,Henryk Górecki,Arvo Pärt
1,Henryk Górecki,Alfred Schnittke
1,Henryk Górecki,John Tavener
1,György Kurtág,Kaija Saariaho
1,György Kurtág,Luigi Nono
1,György Kurtág,Helmut Lachenmann
1,Ian Venables,Gerald Finzi
1,Ian Venables,John Ireland
1,Ian Venables,Herbert Howells
1,Hisako Hiseki,"Chopin, Frédéric [Composer]"
1,Hisako Hiseki,Richard Goode
1,Hisako Hiseki,Roland Pontinen
1,Richard Barrett,James Dillon
1,Richard Barrett,Chaya Czernowin
1,Richard Barrett,Brian Ferneyhough
1,Alessandro Scarlatti,Marc-Antoine Charpentier
1,Alessandro Scarlatti,Heinrich Ignaz Franz von Biber
1,Alessandro Scarlatti,Giuseppe Torelli
1,Jaromír Weinberger,Werner Egk
1,Jaromír Weinberger,Karl Goldmark
1,Jaromír Weinberger,Franz von Suppé
1,Franz Schmidt,Hans Rott
1,Franz Schmidt,Albert Lortzing
1,Franz Schmidt,Alexander von Zemlinsky
1,Virgil Thomson,Roger Sessions
1,Virgil Thomson,William Schuman
1,Virgil Thomson,David Diamond
1,Geoffrey Poole,Michael Finnissy
1,Geoffrey Poole,Mark-Anthony Turnage
1,Geoffrey Poole,David Maslanka
1,Fridthjov Anderssen,Ole Paus
1,Fridthjov Anderssen,Bukkene Bruse
1,Fridthjov Anderssen,Stine Kleivane Reitan
1,Michael Finnissy,Rebecca Saunders
1,Michael Finnissy,Brian Ferneyhough
1,Michael Finnissy,Jonathan Harvey
1,Andreas Jakob Romberg,Franz Anton Hoffmeister
1,Andreas Jakob Romberg,Friedrich Ernst Fesca
